id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_num,ingreso,anio_mes,id_cliente,nombre,edad,ciudad,ingresos,segmento_edad
1933,Microondas,$46.05,6.0,2024-01-10,Electrodomésticos,46.05,276.29999999999995,2024-01,320,Clementia Ordelt,41,Rosario,40725.01,35-44
308,Rincón de plantas,$31.70,11.0,2024-01-11,Decoración,31.7,348.7,2024-01,512,Sib Breckon,39,Córdoba,36003.94,35-44
718,Rincón de plantas,$29.88,8.0,2024-01-11,Decoración,29.88,239.04,2024-01,565,Jewelle Mabbett,33,Córdoba,30522.64,25-34
804,Jarrón decorativo,$87.84,7.0,2024-01-11,Decoración,87.84,614.88,2024-01,124,Bebe Esilmon,29,Bahía Blanca,17134.31,25-34
963,Espejo decorativo,$32.34,5.0,2024-01-11,Decoración,32.34,161.70000000000002,2024-01,347,Dru Beeken,48,Rosario,29831.4,45-54
1167,Horno eléctrico,$119.70,6.0,2024-01-11,Electrodomésticos,119.7,718.2,2024-01,19,Cari Marzellano,38,Mar del Plata,53114.05,35-44
1234,Aspiradora,$36.89,7.0,2024-01-11,Electrodomésticos,36.89,258.23,2024-01,99,Belicia Ridewood,35,Santa Fe,21186.8,35-44
1319,Batidora,$79.98,12.0,2024-01-11,Electrodomésticos,79.98,959.76,2024-01,114,Theodosia Merryweather,50,Rosario,44847.82,45-54
1885,Lavadora,$120.75,10.0,2024-01-11,Electrodomésticos,120.75,1207.5,2024-01,251,Giustina Mingauld,39,Resistencia,19572.3,35-44
2268,SmartWatch,$48.45,2.0,2024-01-11,Electrónica,48.45,96.9,2024-01,197,Glenna Knibley,20,Salta,47432.89,<=24
2325,Auriculares,$117.43,11.0,2024-01-11,Electrónica,117.43,1291.73,2024-01,413,Zebedee Parncutt,36,San Miguel de Tucumán,28969.85,35-44
2761,Parlantes Bluetooth,$29.89,9.0,2024-01-11,Electrónica,29.89,269.01,2024-01,266,Herminia Auguste,22,Corrientes,48179.69,<=24
243,Espejo decorativo,$55.61,1.0,2024-01-12,Decoración,55.61,55.61,2024-01,193,Gonzales Fiddeman,32,Córdoba,18074.87,25-34
1441,Freidora eléctrica,$52.57,11.0,2024-01-12,Electrodomésticos,52.57,578.27,2024-01,514,Pier Lutwidge,45,Rosario,19157.59,45-54
2428,SmartWatch,$115.00,10.0,2024-01-12,Electrónica,115.0,1150.0,2024-01,355,Kimmi Kensall,29,Rosario,54622.04,25-34
2583,Smartphone,$67.93,10.0,2024-01-12,Electrónica,67.93,679.3000000000001,2024-01,396,Guendolen Lindbergh,33,Córdoba,49568.4,25-34
2980,Consola de videojuegos,$110.60,12.0,2024-01-12,Electrónica,110.6,1327.1999999999998,2024-01,423,Dame Nund,33,Córdoba,42025.33,25-34
88,Rincón de plantas,$109.33,9.0,2024-01-13,Decoración,109.33,983.97,2024-01,193,Gonzales Fiddeman,32,Córdoba,18074.87,25-34
501,Lámpara de mesa,$35.20,6.0,2024-01-13,Decoración,35.2,211.20000000000002,2024-01,506,Fons Carmel,54,Mar del Plata,46405.04,45-54
507,Elementos de cerámica,$111.10,1.0,2024-01-13,Decoración,111.1,111.1,2024-01,10,Andy Mendenhall,52,Rosario,37153.94,45-54
669,Lámpara de mesa,$96.79,5.0,2024-01-13,Decoración,96.79,483.95000000000005,2024-01,174,Nelli Yanshonok,45,Merlo,33626.6,45-54
987,Elementos de cerámica,$102.62,3.0,2024-01-13,Decoración,102.62,307.86,2024-01,91,Reynold Aspray,38,Merlo,170.29,35-44
1548,Cafetera,$35.73,12.0,2024-01-13,Electrodomésticos,35.73,428.76,2024-01,3,Filip Castagne,50,Resistencia,35744.85,45-54
2822,Televisor,$57.34,1.0,2024-01-13,Electrónica,57.34,57.34,2024-01,565,Jewelle Mabbett,33,Córdoba,30522.64,25-34
2924,Tablet,$32.30,1.0,2024-01-13,Electrónica,32.3,32.3,2024-01,51,Chaunce Squirrel,43,Posadas,39896.32,35-44
20,Adorno de pared,$90.21,2.0,2024-01-14,Decoración,90.21,180.42,2024-01,261,Carling Waldocke,50,Mar del Plata,21325.9,45-54
53,Espejo decorativo,$115.45,7.0,2024-01-14,Decoración,115.45,808.15,2024-01,465,Priscilla Durand,31,Corrientes,13924.5,25-34
608,Rincón de plantas,$64.67,10.0,2024-01-14,Decoración,64.67,646.7,2024-01,392,Kelbee Eickhoff,35,Corrientes,31057.96,35-44
993,Espejo decorativo,$98.26,1.0,2024-01-14,Decoración,98.26,98.26,2024-01,486,Kerwinn Ledur,52,Resistencia,32513.26,45-54
1065,Lavadora,$43.98,6.0,2024-01-14,Electrodomésticos,43.98,263.88,2024-01,31,Merv Brislan,35,Mar del Plata,21063.82,35-44
1599,Batidora,$96.78,12.0,2024-01-14,Electrodomésticos,96.78,1161.3600000000001,2024-01,282,Sioux Malletratt,31,Rosario,47628.64,25-34
1638,Cafetera,$123.96,9.0,2024-01-14,Electrodomésticos,123.96,1115.6399999999999,2024-01,20,Magdalene Pegg,34,Córdoba,49849.42,25-34
1685,Lavadora,$84.80,3.0,2024-01-14,Electrodomésticos,84.8,254.39999999999998,2024-01,109,Connor Frango,46,Buenos Aires,47539.84,45-54
2685,Auriculares,$27.36,10.0,2024-01-14,Electrónica,27.36,273.6,2024-01,480,Karel Billingham,27,Buenos Aires,24518.71,25-34
169,Lámpara de mesa,$76.32,9.0,2024-01-15,Decoración,76.32,686.8799999999999,2024-01,42,Frazer Wooding,30,Bahía Blanca,39243.17,25-34
236,Cortinas,$118.69,9.0,2024-01-15,Decoración,118.69,1068.21,2024-01,334,Adrianna Fenby,43,Buenos Aires,15105.29,35-44
260,Adorno de pared,$101.48,9.0,2024-01-15,Decoración,101.48,913.32,2024-01,12,Griffith Lowey,27,Corrientes,41862.78,25-34
977,Elementos de cerámica,$74.35,5.0,2024-01-15,Decoración,74.35,371.75,2024-01,176,Cosette Baggaley,39,Merlo,27080.31,35-44
1271,Freidora eléctrica,$119.46,2.0,2024-01-15,Electrodomésticos,119.46,238.92,2024-01,529,Lennard Wones,45,Rosario,48619.62,45-54
2098,SmartWatch,$75.65,5.0,2024-01-15,Electrónica,75.65,378.25,2024-01,180,Terencio Tyas,44,Mar del Plata,51421.58,35-44
2196,Laptop,$31.69,1.0,2024-01-15,Electrónica,31.69,31.69,2024-01,176,Cosette Baggaley,39,Merlo,27080.31,35-44
2590,Consola de videojuegos,$99.14,6.0,2024-01-15,Electrónica,99.14,594.84,2024-01,51,Chaunce Squirrel,43,Posadas,39896.32,35-44
2788,SmartWatch,$30.38,8.0,2024-01-15,Electrónica,30.38,243.04,2024-01,440,Sanders Newbery,41,Corrientes,46472.8,35-44
2803,Smartphone,$95.73,5.0,2024-01-15,Electrónica,95.73,478.65000000000003,2024-01,98,Maje Stummeyer,41,Resistencia,53904.28,35-44
2874,Tablet,$117.47,2.0,2024-01-15,Electrónica,117.47,234.94,2024-01,283,Baillie Lyttle,48,Buenos Aires,28316.16,45-54
113,Espejo decorativo,$75.93,10.0,2024-01-16,Decoración,75.93,759.3000000000001,2024-01,14,Ilyssa Arden,52,Resistencia,14690.68,45-54
503,Espejo decorativo,$101.91,3.0,2024-01-16,Decoración,101.91,305.73,2024-01,13,Hadria Hinkensen,33,San Miguel de Tucumán,56171.38,25-34
832,Cuadro decorativo,$30.59,1.0,2024-01-16,Decoración,30.59,30.59,2024-01,476,Pippy Kubatsch,26,Corrientes,39103.22,25-34
962,Cuadro decorativo,$40.97,11.0,2024-01-16,Decoración,40.97,450.66999999999996,2024-01,5,Dore Cockshtt,28,Rosario,28245.65,25-34
1250,Plancha de vapor,$98.55,6.0,2024-01-16,Electrodomésticos,98.55,591.3,2024-01,265,Hanny Ocheltree,52,Corrientes,65107.47,45-54
1431,Freidora eléctrica,$83.95,8.0,2024-01-16,Electrodomésticos,83.95,671.6,2024-01,243,Alvis Malcolmson,50,Mar del Plata,31204.77,45-54
1920,Plancha de vapor,$86.65,6.0,2024-01-16,Electrodomésticos,86.65,519.9000000000001,2024-01,73,Clayborne Lipgens,33,Posadas,53758.89,25-34
2129,Proyector,$107.98,6.0,2024-01-16,Electrónica,107.98,647.88,2024-01,366,Paige Matterface,41,San Miguel de Tucumán,40435.69,35-44
2220,Consola de videojuegos,$31.57,1.0,2024-01-16,Electrónica,31.57,31.57,2024-01,420,Carmelia Levermore,28,Rosario,36003.94,25-34
2477,Cámara digital,$38.37,9.0,2024-01-16,Electrónica,38.37,345.33,2024-01,559,Kelci Arnull,35,Mar del Plata,16075.79,35-44
2789,Proyector,$115.19,11.0,2024-01-16,Electrónica,115.19,1267.09,2024-01,111,Sherrie Gregoratti,39,Mar del Plata,50329.71,35-44
2935,Auriculares,$80.29,2.0,2024-01-16,Electrónica,80.29,160.58,2024-01,524,Arin Mulhall,37,Rosario,27253.03,35-44
131,Lámpara de mesa,$58.32,10.0,2024-01-17,Decoración,58.32,583.2,2024-01,36,Karie Premble,44,Posadas,52128.76,35-44
178,Rincón de plantas,$81.50,1.0,2024-01-17,Decoración,81.5,81.5,2024-01,81,Kendall Androsik,45,Rosario,43948.65,45-54
368,Rincón de plantas,$87.40,9.0,2024-01-17,Decoración,87.4,786.6,2024-01,340,Dody Caselli,47,Mar del Plata,43830.34,45-54
627,Elementos de cerámica,,6.0,2024-01-17,Decoración,66.54,399.24,2024-01,492,Kora Dowbiggin,31,Buenos Aires,34710.4,25-34
684,Jarrón decorativo,$106.89,6.0,2024-01-17,Decoración,106.89,641.34,2024-01,508,Kalvin Lamperti,22,Mar del Plata,41176.37,<=24
1750,Plancha de vapor,$94.53,2.0,2024-01-17,Electrodomésticos,94.53,189.06,2024-01,420,Carmelia Levermore,28,Rosario,36003.94,25-34
2171,Parlantes Bluetooth,,7.0,2024-01-17,Electrónica,76.53,535.71,2024-01,16,Garrott Bogart,32,Rosario,16480.55,25-34
2284,Tablet,$69.35,4.0,2024-01-17,Electrónica,69.35,277.4,2024-01,237,Erinn Crotty,41,Mar del Plata,20822.35,35-44
2402,Televisor,$117.53,9.0,2024-01-17,Electrónica,117.53,1057.77,2024-01,457,Brigitta Reddoch,53,Mar del Plata,71570.89,45-54
2698,SmartWatch,$76.47,7.0,2024-01-17,Electrónica,76.47,535.29,2024-01,300,Ray Schapero,43,Merlo,52185.96,35-44
430,Adorno de pared,$81.76,5.0,2024-01-18,Decoración,81.76,408.8,2024-01,108,Branden Mabe,25,Mar del Plata,23295.13,25-34
588,Rincón de plantas,$80.17,3.0,2024-01-18,Decoración,80.17,240.51,2024-01,387,Martina Thresher,39,Salta,44607.99,35-44
1626,Secadora,$102.73,6.0,2024-01-18,Electrodomésticos,102.73,616.38,2024-01,53,Brigid Mainds,26,Córdoba,45641.94,25-34
1900,Plancha de vapor,$45.14,1.0,2024-01-18,Electrodomésticos,45.14,45.14,2024-01,396,Guendolen Lindbergh,33,Córdoba,49568.4,25-34
2119,Proyector,$84.10,11.0,2024-01-18,Electrónica,84.1,925.0999999999999,2024-01,11,Hans Strong,69,Resistencia,35596.27,65+
2244,Auriculares,$63.67,5.0,2024-01-18,Electrónica,63.67,318.35,2024-01,205,Wallace Tweedie,29,Mar del Plata,46053.49,25-34
2297,Cámara digital,$119.43,5.0,2024-01-18,Electrónica,119.43,597.1500000000001,2024-01,167,Emilie Alforde,32,Merlo,28734.62,25-34
2416,Laptop,$81.74,10.0,2024-01-18,Electrónica,81.74,817.4,2024-01,533,Aura Dicey,37,Posadas,36779.95,35-44
2431,Parlantes Bluetooth,$69.40,1.0,2024-01-18,Electrónica,69.4,69.4,2024-01,413,Zebedee Parncutt,36,San Miguel de Tucumán,28969.85,35-44
2792,Televisor,$84.96,5.0,2024-01-18,Electrónica,84.96,424.79999999999995,2024-01,372,Denys Drewery,41,Resistencia,26820.9,35-44
30,Adorno de pared,$76.92,6.0,2024-01-19,Decoración,76.92,461.52,2024-01,280,Case Seefus,28,Merlo,35486.9,25-34
49,Lámpara de mesa,$52.95,6.0,2024-01-19,Decoración,52.95,317.70000000000005,2024-01,163,Teddie Massimo,44,Santa Fe,42297.5,35-44
104,Jarrón decorativo,$103.13,8.0,2024-01-19,Decoración,103.13,825.04,2024-01,484,Eugen Burke,36,Santa Fe,50349.56,35-44
323,Espejo decorativo,$123.21,7.0,2024-01-19,Decoración,123.21,862.4699999999999,2024-01,537,Aidan Leavens,62,Merlo,23764.19,55-64
395,Alfombra,$33.48,12.0,2024-01-19,Decoración,33.48,401.76,2024-01,124,Bebe Esilmon,29,Bahía Blanca,17134.31,25-34
851,Lámpara de mesa,$85.23,6.0,2024-01-19,Decoración,85.23,511.38,2024-01,139,Risa Playhill,43,Posadas,34357.86,35-44
1125,Lavadora,$97.73,12.0,2024-01-19,Electrodomésticos,97.73,1172.76,2024-01,179,Orville Yerby,29,Salta,33637.48,25-34
1332,Cafetera,$98.21,11.0,2024-01-19,Electrodomésticos,98.21,1080.31,2024-01,271,Raoul Denerley,40,Salta,66400.67,35-44
1806,Secadora,$27.45,10.0,2024-01-19,Electrodomésticos,27.45,274.5,2024-01,147,Duke Tonner,52,Posadas,18170.77,45-54
2231,Parlantes Bluetooth,$42.98,7.0,2024-01-19,Electrónica,42.98,300.85999999999996,2024-01,230,Evvie Ravens,45,Posadas,35552.3,45-54
401,Lámpara de mesa,$69.47,8.0,2024-01-20,Decoración,69.47,555.76,2024-01,555,Dorree Hassen,42,Buenos Aires,36866.66,35-44
788,Rincón de plantas,$85.75,3.0,2024-01-20,Decoración,85.75,257.25,2024-01,209,Ephrayim Owens,42,Córdoba,15715.84,35-44
1007,Horno eléctrico,$98.42,8.0,2024-01-20,Electrodomésticos,98.42,787.36,2024-01,534,Graham Cuthbertson,36,Resistencia,48565.08,35-44
1489,Batidora,$95.59,3.0,2024-01-20,Electrodomésticos,95.59,286.77,2024-01,286,Mame Martinovic,37,Resistencia,24903.17,35-44
2187,Cámara digital,$108.61,2.0,2024-01-20,Electrónica,108.61,217.22,2024-01,194,Izzy Lakeland,26,San Miguel de Tucumán,21054.29,25-34
2588,SmartWatch,$83.01,11.0,2024-01-20,Electrónica,83.01,913.11,2024-01,531,Shawn Riply,39,San Miguel de Tucumán,28787.81,35-44
2721,Parlantes Bluetooth,$40.74,6.0,2024-01-20,Electrónica,40.74,244.44,2024-01,248,Gianna Benoey,38,Merlo,23099.84,35-44
2897,Cámara digital,$71.45,5.0,2024-01-20,Electrónica,71.45,357.25,2024-01,439,Chadwick Maplethorpe,25,Santa Fe,40515.98,25-34
2987,Cámara digital,$91.13,8.0,2024-01-20,Electrónica,91.13,729.04,2024-01,179,Orville Yerby,29,Salta,33637.48,25-34
59,Lámpara de mesa,$121.72,8.0,2024-01-21,Decoración,121.72,973.76,2024-01,567,Micah Matis,31,Corrientes,42927.86,25-34
754,Jarrón decorativo,$91.53,12.0,2024-01-21,Decoración,91.53,1098.3600000000001,2024-01,424,Spencer Lorkin,55,Rosario,35908.76,55-64
1117,Horno eléctrico,$103.57,1.0,2024-01-21,Electrodomésticos,103.57,103.57,2024-01,498,Somerset Flanaghan,31,Mar del Plata,35099.03,25-34
1140,Plancha de vapor,$27.61,7.0,2024-01-21,Electrodomésticos,27.61,193.26999999999998,2024-01,23,Audrye Fairbeard,40,Santa Fe,46734.23,35-44
1145,Lavadora,$67.20,11.0,2024-01-21,Electrodomésticos,67.2,739.2,2024-01,61,Domenico Chamberlain,29,Córdoba,33894.6,25-34
1286,Secadora,$84.50,11.0,2024-01-21,Electrodomésticos,84.5,929.5,2024-01,39,Ginger Askaw,36,Salta,36779.95,35-44
1754,Aspiradora,$104.86,8.0,2024-01-21,Electrodomésticos,104.86,838.88,2024-01,302,Olia Tisun,25,Buenos Aires,25020.98,25-34
1882,Cafetera,$51.16,12.0,2024-01-21,Electrodomésticos,51.16,613.92,2024-01,230,Evvie Ravens,45,Posadas,35552.3,45-54
2560,Consola de videojuegos,$87.23,5.0,2024-01-21,Electrónica,87.23,436.15000000000003,2024-01,556,Bram Corps,48,Santa Fe,28839.22,45-54
442,Cuadro decorativo,$29.17,1.0,2024-01-22,Decoración,29.17,29.17,2024-01,139,Risa Playhill,43,Posadas,34357.86,35-44
547,Elementos de cerámica,$83.81,6.0,2024-01-22,Decoración,83.81,502.86,2024-01,96,El Garbett,27,Mar del Plata,30800.52,25-34
